Name,Age,Is Older,Age Diff,Occupation,Function,Hometown,City,State,Region,ElimWeek,Season,First_Impression_Rose,Hair Color,Is Blonde,Winner,Height
Corrie Adamson,23,0,8,Wardrobe Consultant,Retail/Services/Entrepreneur,"Kissimmee, Florida",Kissimmee,Florida,South,5,14,0,Blonde,1,0,
Ashleigh Hunt,25,0,6,Account Manager,Sales,"North Potomac, Maryland",North Potomac,Maryland,Northeast,4,14,0,Blonde,1,0,67
Jessie Sulidis,25,0,6,Cosmetic Sales Manager,Sales,"Oakville, Ontario",Oakville,Ontario,International,4,14,0,Black,0,0,64
Kathryn Sherlock,25,0,6,Corporate Flight Attendant,Transportation,"Lexington, Kentucky",Lexington,Kentucky,South,4,14,0,Blonde,1,0,
Ella Nolan,30,0,1,Hair Stylist,Retail/Services/Entrepreneur,"La Follette, Tennessee",La Follette,Tennessee,South,4,14,0,Brown,0,0,
Elizabeth Kitt (NE),29,0,2,Nanny,Retail/Services/Entrepreneur,"Imperial, Nebraska",Imperial,Nebraska,Midwest,3,14,0,Black,0,0,
Valishia Savage,32,1,1,Homemaker,Misc,"San Bernardino, California",San Bernardino,California,West,3,14,0,Black,0,0,
Michelle Kujawa,26,0,5,Office Manager,Corporate,"Anaheim, California",Anaheim,California,West,3,14,0,Brown,0,0,
Ashley Elmore,29,0,2,Teacher,Education,"Pittsburgh, Pennsylvania",Pittsburgh,Pennsylvania,Northeast,2,14,0,Black,0,0,
Christina McCasland,25,0,6,Restaurant Manager,Restaurant,"San Diego, California",San Diego,California,West,2,14,0,Blonde,1,0,
Rozlyn Papa,28,0,3,Model/Make-Up Artist,Arts/Entertainment,"Richmond, Virginia",Richmond,Virginia,South,2,14,0,Blonde,1,0,
Alexa (Lex) McAllister,25,0,6,Entrepreneur,Retail/Services/Entrepreneur,"Galloway, Ohio",Galloway,Ohio,Midwest,1,14,0,Blonde,1,0,
Caitlyn McCabe,24,0,7,Spokesmodel,Marketing,"Winfield, Illinois",Winfield,Illinois,Midwest,1,14,0,Brown,0,0,
Channy Choch,29,0,2,Mortgage Loan Officer,Finance,"Santa Rosa, California",Santa Rosa,California,West,1,14,0,Black,0,0,
Elizabeth Kreft (D.C.),29,0,2,"Captain, Air National Guard",Government,"Union, Kentucky",Union,Kentucky,South,1,14,0,Black,0,0,
Emily Harkins,23,0,8,Fitness Model,Arts/Entertainment,"West Chester, Ohio",West Chester,Ohio,Midwest,1,14,0,Black,0,0,
Kimberly Sullivan,24,0,7,NBA Dancer,Arts/Entertainment,"Norman, Oklahoma",Norman,Oklahoma,South,1,14,0,Brown,0,0,
Kirsten Pittman,25,0,6,Waitress,Restaurant,"Aurora, Colorado",Aurora,Colorado,West,1,14,0,Blonde,1,0,
Sheila Marie Lidner,25,0,6,Commercial Pilot,Transportation,"Scottsdale, Arizona",Scottsdale,Arizona,West,1,14,0,Blonde,1,0,
Stephanie Mueller,24,0,7,Dance Teacher,Education,"Morris, Illinois",Morris,Illinois,Midwest,1,14,0,Brown,0,0,
Tiana Kruzel,31,0,0,Medical Technician,Medical,"Calgary, Alberta",Calgary,Alberta,International,1,14,0,Blonde,1,0,
Emily Maynard,25,0,13,Children's Hospital Event Planner,Corporate,"Morgantown, West Virginia",Morgantown,West Virginia,South,11,15,0,Blonde,1,1,64
Chantal O'Brien,28,0,10,Executive Assistant,Corporate,"Mercer Island, Washington",Mercer Island,Washington,West,10,15,0,Black,0,0,
Ashley Hebert,26,0,12,Dental Student,Student,"Madawaska, Maine",Madawaska,Maine,Northeast,9,15,0,Brown,0,0,62
Shawntel Newton,25,0,13,Funeral Director,Retail/Services/Entrepreneur,"Chico, California",Chico,California,West,8,15,0,Brown,0,0,
Michelle Money,30,0,8,Hair stylist,Retail/Services/Entrepreneur,"Salt Lake City, Utah",Salt Lake City,Utah,West,7,15,0,Brown,0,0,67
Britt Billmaier,25,0,13,Food writer,Arts/Entertainment,"Woodinville, Washington",Woodinville,Washington,West,7,15,0,Blonde,1,0,
Jackie Gordon,26,0,12,Artist,Arts/Entertainment,"Newport, Rhode Island",Newport,Rhode Island,Northeast,6,15,0,Brown,0,0,
Alli Travis,24,0,14,Apparel merchant,Retail/Services/Entrepreneur,"Columbus, Ohio",Columbus,Ohio,Midwest,6,15,0,Black,0,0,
Lisa Morrisey,24,0,14,Marketing Coordinator,Marketing,"Ottawa, Kansas",Ottawa,Kansas,Midwest,5,15,0,Brown,0,0,
Marissa May,26,0,12,Sports Publicist,Arts/Entertainment,"Mesa, Arizona",Mesa,Arizona,West,5,15,0,Black,0,0,
Ashley Spivey,26,0,12,Nanny,Retail/Services/Entrepreneur,"Ellerbe, North Carolina",Ellerbe,North Carolina,South,5,15,1,Blonde,1,0,
Lindsay Hill,25,0,13,First grade teacher,Education,"Plano, Texas",Plano,Texas,South,4,15,0,Red,0,0,
Meghan Merritt,30,0,8,Fashion Marketer,Marketing,"Princeton, New Jersey",Princeton,New Jersey,Northeast,4,15,0,Brown,0,0,
Stacey Quirpel,26,0,12,Bartender,Restaurant,"Quincy, Massachusetts",Quincy,Massachusetts,Northeast,4,15,0,Black,0,0,
Kimberly Coon,27,0,11,Marketing Coordinator,Marketing,"Orlando, Florida",Orlando,Florida,South,3,15,0,Blonde,1,0,
Sarah Powell,27,0,11,Real Estate Broker,Real Estate,"Denver, Colorado",Denver,Colorado,West,3,15,0,Blonde,1,0,
Madison Garton,25,0,13,Model,Arts/Entertainment,"Vail, Colorado",Vail,Colorado,West,3,15,0,Blonde,1,0,
Keltie Colleen,28,0,10,Radio City Rockette,Arts/Entertainment,"Sherwood Park, Alberta",Sherwood Park,Alberta,International,2,15,0,Blonde,1,0,
Melissa Schreiber,32,0,6,Waitress,Restaurant,"Westport, Connecticut",Westport,Connecticut,Northeast,2,15,0,Blonde,1,0,
Raichel Goodyear,29,0,9,Manscaper,Retail/Services/Entrepreneur,"Fullerton, California",Fullerton,California,West,2,15,0,Black,0,0,
Britnee,25,0,13,Paralegal,Legal,"Holland, Pennsylvania",Holland,Pennsylvania,Northeast,1,15,0,Brown,0,0,
Cristy Caserta,30,0,8,Attorney,Legal,"Davie, Florida",Davie,Florida,South,1,15,0,Blonde,1,0,
"Jessica ""J"" Adams",26,0,12,Operations Manager,Corporate,"Seattle, Washington",Seattle,Washington,West,1,15,0,Black,0,0,
Jill Ruskowski,28,0,10,Sales director,Sales,"Frisco, Texas",Frisco,Texas,South,1,15,0,Black,0,0,
Lacey Garbelman,27,0,11,Insurance agent,Retail/Services/Entrepreneur,"Tampa, Florida",Tampa,Florida,South,1,15,0,Blonde,1,0,
Lauren Moore,26,0,12,High School Teacher,Education,"Culpeper, Virginia",Culpeper,Virginia,South,1,15,0,Blonde,1,0,
Lisa P.,27,0,11,Sales Consultant,Sales,"Dix Hills, New York",Dix Hills,New York,Northeast,1,15,0,Blonde,1,0,
Rebecca,30,0,8,Esthetician,Medical,"Mission Viejo, California",Mission Viejo,California,West,1,15,0,Black,0,0,
Renee Halpin,28,0,10,Nanny,Retail/Services/Entrepreneur,"Palos Hills, Illinois",Palos Hills,Illinois,Midwest,1,15,0,Brown,0,0,
Sarah Ledtke,25,0,13,Musical Theatre Performer,Arts/Entertainment,"Saginaw, Michigan",Saginaw,Michigan,Midwest,1,15,0,Brown,0,0,
Courtney Robertson,28,0,0,Model,Arts/Entertainment,"Scottsdale, Arizona",Scottsdale,Arizona,West,11,16,0,Brown,0,1,69
Lindzi Cox,27,0,1,Business development manager,Sales,"Newcastle, Washington",Newcastle,Washington,West,10,16,1,Brown,0,0,
Nicki Sterling,26,0,2,Dental hygienist,Medical,"Hurst, Texas",Hurst,Texas,South,9,16,0,Brown,0,0,
Kacie Boguskie,24,0,4,Administrative assistant,Corporate,"Clarksville, Tennessee",Clarksville,Tennessee,South,8,16,0,Brown,0,0,
Emily O'Brien,27,0,1,PhD Student,Student,"Chapel Hill, North Carolina",Chapel Hill,North Carolina,South,7,16,0,Blonde,1,0,66
Rachel Truehart,27,0,1,Fashion sales representative,Sales,"Southampton, Massachusetts",Southampton,Massachusetts,Northeast,7,16,0,Blonde,1,0,
Jamie Otis,25,0,3,Registered nurse,Medical,"Dryden, New York",Dryden,New York,Northeast,6,16,0,Brown,0,0,
Casey Shteamer,26,0,2,Trading clerk,Finance,"Leawood, Kansas",Leawood,Kansas,Midwest,6,16,0,Blonde,1,0,
Blakeley Jones,33,1,5,VIP cocktail waitress,Restaurant,"Rutherfordton, North Carolina",Rutherfordton,North Carolina,South,6,16,0,Brown,0,0,
Jennifer Fritsch,28,0,0,Accountant,Finance,"Cache, Oklahoma",Cache,Oklahoma,South,5,16,0,Brown,0,0,
Elyse Myers,24,0,4,Personal trainer,Retail/Services/Entrepreneur,"Chicago, Illinois",Chicago,Illinois,Midwest,5,16,0,Black,0,0,
Monica Spannbauer,33,1,5,Dental consultant,Medical,"Yuba, California",Yuba,California,West,4,16,0,Blonde,1,0,
Samantha Levey,26,0,2,Advertising account manager,Sales,"Pittsburgh, Pennsylvania",Pittsburgh,Pennsylvania,Northeast,4,16,0,Blonde,1,0,
Erika Uhlig,23,0,5,Law student,Student,"Charlottesville, Virginia",Charlottesville,Virginia,South,3,16,0,Blonde,1,0,
Jaclyn Swartz,27,0,1,Advertising account manager,Sales,"Newton, Massachusetts",Newton,Massachusetts,,3,16,0,Brown,0,0,
Brittney Schreiner,26,0,2,Medical sales representative,Sales,"Colorado Springs, Colorado",Colorado Springs,Colorado,West,3,16,0,Blonde,1,0,
Jenna Burke,27,0,1,Blogger,Arts/Entertainment,"Loveland, Ohio",Loveland,Ohio,Midwest,2,16,0,Blonde,1,0,
Shawn Reynolds,28,0,0,Financial advisor,Finance,"Cincinnati, Ohio",Cincinnati,Ohio,Midwest,2,16,0,Brown,0,0,
Amber Bacon,23,0,5,Labor and delivery nurse,Medical,"Port Coquitlam, British Columbia",Port Coquitlam,British Columbia,International,1,16,0,Red,0,0,
Amber Tierney,28,0,0,Critical care nurse,Medical,"Waverly, Nebraska",Waverly,Nebraska,Midwest,1,16,0,Brown,0,0,
Anna Snowball,25,0,3,Student,Student,"Detroit, Michigan",Detroit,Michigan,Midwest,1,16,0,Blonde,1,0,
Dianna Martinez,30,1,2,Nonprofit director,Corporate,"San Gabriel, California",San Gabriel,California,West,1,16,0,Brown,0,0,
Holly Johnson,34,1,6,Pharmaceutical sales representative,Sales,"Salyersville, Kentucky",Salyersville,Kentucky,South,1,16,0,Blonde,1,0,
Lyndsie James,29,1,1,Internet entrepreneur,Retail/Services/Entrepreneur,"London, England",London,England,International,1,16,0,Blonde,1,0,
Shira Astrof,35,1,7,Actress,Arts/Entertainment,"Massapequa Park, New York",Massapequa Park,New York,Northeast,1,16,0,Brown,0,0,
Catherine Giudici,26,0,2,Graphic Designer,Arts/Entertainment,"Seattle, Washington",Seattle,Washington,West,11,17,0,Brown,0,1,63
Lindsay Yenter,24,0,4,Substitute Teacher,Education,"Fort Bragg, North Carolina",Fort Bragg,North Carolina,South,10,17,0,Brown,0,0,61
AshLee Frazier,32,1,4,Personal Organizer,Retail/Services/Entrepreneur,"Houston, Texas",Houston,Texas,South,9,17,0,Brown,0,0,63
Desiree Hartsock,26,0,2,Bridal Stylist,Retail/Services/Entrepreneur,"Northglenn, Colorado",Northglenn,Colorado,West,8,17,0,Brown,0,0,66
Lesley Murphy,24,0,4,Political Consultant,Government,"Fort Smith, Arkansas",Fort Smith,Arkansas,South,7,17,0,Blonde,1,0,68
Tierra LiCausi,24,0,4,Leasing Consultant,Real Estate,"Las Vegas, Nevada",Las Vegas,Nevada,West,7,17,1,Brown,0,0,
Daniella McBride,24,0,4,Commercial Casting Associate,Arts/Entertainment,"Belmont, California",Belmont,California,West,6,17,0,Blonde,1,0,
Selma Alameri,29,1,1,Real Estate Dealer,Real Estate,"Borrego Springs, California",Borrego Springs,California,West,6,17,0,Brown,0,0,
Sarah Herron,26,0,2,Advertising Executive,Marketing,"Evergreen, Colorado",Evergreen,Colorado,West,6,17,0,Blonde,1,0,
Robyn Howard,24,0,4,Oil Field Account Manager,Sales,"Topeka, Kansas",Topeka,Kansas,Midwest,5,17,0,Black,0,0,
Jackie Parr,25,0,3,Cosmetics Consultant,Arts/Entertainment,"Ormond Beach, Florida",Ormond Beach,Florida,South,5,17,0,Brown,0,0,
Amanda Meyer,26,0,2,Fit Model,Arts/Entertainment,"Bakersfield, California",Bakersfield,California,West,4,17,0,Brown,0,0,
Leslie Hughes,28,0,0,Poker Dealer,Retail/Services/Entrepreneur,"Ruskin, Florida",Ruskin,Florida,South,4,17,0,Black,0,0,
Kristy Kaminski,25,0,3,Model,Arts/Entertainment,"Darien, Wisconsin",Darien,Wisconsin,Midwest,3,17,0,Brown,0,0,
Taryn Renee Daniels,30,1,2,Health Club Manager,Retail/Services/Entrepreneur,"Troutdale, Oregon",Troutdale,Oregon,West,3,17,0,Blonde,1,0,
Kacie Boguskie,25,0,3,Administrative Assistant,Corporate,"Clarksville, Tennessee",Clarksville,Tennessee,South,3,17,0,Brown,0,0,
Brooke Burchette,25,0,3,Community Organizer,Misc,"Pittsburgh, Pennsylvania",Pittsburgh,Pennsylvania,Northeast,2,17,0,Brown,0,0,
Diana Weeks Willardson,31,1,3,Salon Owner,Retail/Services/Entrepreneur,"Sandy, Utah",Sandy,Utah,West,2,17,0,Brown,0,0,
Katie Levans,27,0,1,Yoga Instructor,Retail/Services/Entrepreneur,"Woodstock, Illinois",Woodstock,Illinois,Midwest,2,17,0,Brown,0,0,
Ashley Harper,25,0,3,Fashion Model,Arts/Entertainment,"Garner, North Carolina",Garner,North Carolina,South,1,17,0,Black,0,0,
Ashley Palenkas,28,0,0,Hair Stylist,Retail/Services/Entrepreneur,"Macomb, Michigan",Macomb,Michigan,Midwest,1,17,0,Blonde,1,0,
Kelly Dutton,28,0,0,Cruise Ship Entertainer,Arts/Entertainment,"Chattanooga, Tennessee",Chattanooga,Tennessee,South,1,17,0,Blonde,1,0,
Keriann Miranda,29,1,1,Entrepreneur,Retail/Services/Entrepreneur,"Agoura Hills, California",Agoura Hills,California,West,1,17,0,Blonde,1,0,
Lacey Latka,24,0,4,Graduate Student,Student,"Stevenson Ranch, California",Stevenson Ranch,California,West,1,17,0,Blonde,1,0,
Lauren Marchetti,27,0,1,Journalist,Arts/Entertainment,"Cranston, Rhode Island",Cranston,Rhode Island,Northeast,1,17,0,Blonde,1,0,
Paige Vigil,25,0,3,Jumbotron Operator,Retail/Services/Entrepreneur,"Minnetonka, Minnesota",Minnetonka,Minnesota,Midwest,1,17,0,Brown,0,0,
Nikki Ferrell,26,0,6,Pediatric Nurse,Medical,"Kearney, Missouri",Kearney,Missouri,Midwest,11,18,0,Blonde,1,1,69
Clare Crawley,32,0,0,Hairstylist,Retail/Services/Entrepreneur,"Sacramento, California",Sacramento,California,West,10,18,0,Blonde,1,0,65
Andi Dorfman,26,0,6,Assistant District Attorney,Legal,"Buckhead, Georgia",Buckhead,Georgia,South,9,18,0,Brown,0,0,65
Renee Oteri,32,0,0,Real Estate Agent,Real Estate,"Martha's Vineyard, Massachusetts",Martha's Vineyard,Massachusetts,Northeast,8,18,0,Brown,0,0,63
Chelsie Webster,24,0,8,Science Educator,Education,"Lexington, Ohio",Lexington,Ohio,Midwest,7,18,0,Blonde,1,0,
Sharleen Joynt,29,0,3,Opera Singer,Arts/Entertainment,"Ottawa, Ontario",Ottawa,Ontario,International,7,18,1,Brown,0,0,
Kat Hurd,29,0,3,Medical Sales Representative/NBA Dancer,Sales,"Iowa City, Iowa",Iowa City,Iowa,Midwest,6,18,0,Blonde,1,0,
Cassandra Ferguson,22,0,10,Former NBA Dancer,Arts/Entertainment,"Shelby Charter Township, Michigan",Shelby Charter Township,Michigan,Midwest,6,18,0,Brown,0,0,
Alli Restko,26,0,6,Nanny,Retail/Services/Entrepreneur,"Orland Park, Illinois",Orland Park,Illinois,Midwest,5,18,0,Brown,0,0,
Danielle Ronco,25,0,7,Psychiatric Nurse,Medical,"Litchfield, Illinois",Litchfield,Illinois,Midwest,5,18,0,Brown,0,0,
Kelly Travis,27,0,5,Dog Lover,Misc,"Conyers, Georgia",Conyers,Georgia,South,5,18,0,Brown,0,0,
Elise Mosca,27,0,5,First Grade Teacher,Education,"Forty Fort, Pennsylvania",Forty Fort,Pennsylvania,Northeast,4,18,0,Blonde,1,0,
Lauren Solomon,26,0,6,Music Composer,Arts/Entertainment,"Austin, Texas",Austin,Texas,South,4,18,0,Black,0,0,
Christy Hansen,24,0,8,Marketing Manager,Marketing,"Aurora, Illinois",Aurora,Illinois,Midwest,3,18,0,Blonde,1,0,
"Lucinda ""Lucy"" Aragon",25,0,7,Free Spirit,Misc,"Santa Barbara, California",Santa Barbara,California,West,3,18,0,Brown,0,0,
Amy Long,27,0,5,Local News Reporter,Arts/Entertainment,"Clermont, Florida",Clermont,Florida,South,2,18,0,Brown,0,0,
Chantel Forrest,27,0,5,Account Manager,Sales,"Miami, Florida",Miami,Florida,South,2,18,0,Black,0,0,
Victoria Lima,24,0,8,Legal Assistant,Legal,"Porto Alegre, Brazil",Porto Alegre,Brazil,International,2,18,0,Black,0,0,
Alexis Morgado,24,0,8,Communications Director/NHL Ice Girl,Arts/Entertainment,"Tampa, Florida",Tampa,Florida,South,1,18,0,Brown,0,0,
Amy Jokinen,31,0,1,Massage Therapist,Retail/Services/Entrepreneur,"Apopka, Florida",Apopka,Florida,South,1,18,0,Brown,0,0,
Ashley Poe,25,0,7,Grade School Teacher,Education,"Roanoke, Texas",Roanoke,Texas,South,1,18,0,Black,0,0,
Christine Llano,23,0,9,Police Support Specialist,Government,"Miami, Florida",Miami,Florida,South,1,18,0,Blonde,1,0,
Kylie Lewis,23,0,9,Interior Designer,Retail/Services/Entrepreneur,"Rockford, Illinois",Rockford,Illinois,Midwest,1,18,0,Red,0,0,
Lacy Faddoul,25,0,7,Nursing Home Owner,Medical,"Antelope Acres, California",Antelope Acres,California,West,1,18,0,Blonde,1,0,
Lauren Higginson,25,0,7,Mineral Coordinator,Corporate,"Edmond, Oklahoma",Edmond,Oklahoma,South,1,18,0,Brown,0,0,
Maggie Gantt,25,0,7,Personal Banker,Finance,"Wagener, South Carolina",Wagener,South Carolina,South,1,18,0,Brown,0,0,
Valerie Eredia,26,0,6,Personal Trainer,Retail/Services/Entrepreneur,"Sutter, California",Sutter,California,West,1,18,0,Black,0,0,
Whitney Bischoff,29,0,4,Fertility Nurse,Medical,"Louisville, Kentucky",Louisville,Kentucky,South,11,19,0,Blonde,1,1,67
Becca Tilley,25,0,8,Chiropractic Assistant,Medical,"Shreveport, Louisiana",Shreveport,Louisiana,South,10,19,0,Brown,0,0,65
Kaitlyn Bristowe,29,0,4,Dance Instructor,Retail/Services/Entrepreneur,"Leduc, Alberta",Leduc,Alberta,International,9,19,0,Brown,0,0,64
Jade Roper,28,0,5,Cosmetics Developer,Corporate,"Gering, Nebraska",Gering,Nebraska,Midwest,8,19,0,Black,0,0,64
Carly Waddell,29,0,4,Cruise Ship Singer,Arts/Entertainment,"Arlington, Texas",Arlington,Texas,South,7,19,0,Blonde,1,0,64
Britt Nilsson,27,0,6,Waitress,Restaurant,"Wolcott Mills, Michigan",Wolcott Mills,Michigan,Midwest,7,19,1,Blonde,1,0,65
Megan Bell,24,0,9,Make-Up Artist,Retail/Services/Entrepreneur,"Nashville, Tennessee",Nashville,Tennessee,South,6,19,0,Blonde,1,0,64
Kelsey Poe,28,0,5,Guidance Counselor,Education,"Hudsonville, Michigan",Hudsonville,Michigan,Midwest,6,19,0,Black,0,0,65
Ashley Iaconetti,26,0,7,Nanny/Freelance Journalist,Arts/Entertainment,"Great Falls, Virginia",Great Falls,Virginia,South,6,19,0,Black,0,0,66
Mackenzie Deonigi,21,0,12,Dental Assistant,Medical,"Maple Valley, Washington",Maple Valley,Washington,West,5,19,0,Brown,0,0,64
Samantha Steffen,27,0,6,Fashion Designer,Arts/Entertainment,"Indianapolis, Indiana",Indianapolis,Indiana,Midwest,5,19,0,Black,0,0,65
Ashley Salter,24,0,9,Hair Stylist,Retail/Services/Entrepreneur,"Vinings, Georgia",Vinings,Georgia,South,4,19,0,Blonde,1,0,67
Juelia Kinney,30,0,3,Esthetician,Medical,"Beaverton, Oregon",Beaverton,Oregon,West,4,19,0,Blonde,1,0,65
Nikki Delventhal,26,0,7,Former NFL Cheerleader,Arts/Entertainment,"Hasbrouck Heights, New Jersey",Hasbrouck Heights,New Jersey,Northeast,4,19,0,Black,0,0,68
Jillian Anderson,25,0,8,News Producer,Arts/Entertainment,"Howland, Ohio",Howland,Ohio,Midwest,4,19,0,Black,0,0,62
Amber James,29,0,4,Bartender,Restaurant,"Kankakee, Illinois",Kankakee,Illinois,Midwest,3,19,0,Black,0,0,63
Tracy Darakis,29,0,4,Fourth Grade Teacher,Education,"Wellington, Florida",Wellington,Florida,South,3,19,0,Black,0,0,64
Trina Scherenberg,33,0,0,Special Education Teacher,Education,"Algonquin, Illinois",Algonquin,Illinois,Midwest,3,19,0,Blonde,1,0,65
Alissa Giambrone,24,0,9,Flight Attendant,Transportation,"Hamilton, New Jersey",Hamilton,New Jersey,Northeast,2,19,0,Black,0,0,64
Jordan Branch,24,0,9,Student,Student,"Windsor, Colorado",Windsor,Colorado,West,2,19,0,Blonde,1,0,65
Kimberly Sherbach,28,0,5,Yoga Instructor,Retail/Services/Entrepreneur,"Wantagh, New York",Wantagh,New York,Northeast,2,19,0,Black,0,0,67
Tandra Steiner,30,0,3,Executive Assistant,Corporate,"Sandy, Utah",Sandy,Utah,West,2,19,0,Blonde,1,0,71
Tara Eddings,26,0,7,Sport Fishing Enthusiast,Misc,"Fort Lauderdale, Florida",Fort Lauderdale,Florida,South,2,19,0,Blonde,1,0,70
Amanda Goerlitz,24,0,9,Ballet Teacher,Retail/Services/Entrepreneur,"Lake in the Hills, Illinois",Lake in the Hills,Illinois,Midwest,1,19,0,Blonde,1,0,64
Bo Stanley,25,0,8,Plus-Size Model,Arts/Entertainment,"Carpinteria, California",Carpinteria,California,West,1,19,0,Blonde,1,0,69
Brittany Fetkin,26,0,7,WWE Diva-in-Training,Arts/Entertainment,"Temecula, California",Temecula,California,West,1,19,0,Brown,0,0,64
Kara Wilson,25,0,8,High School Soccer Coach,Education,"Brownsville, Kentucky",Brownsville,Kentucky,South,1,19,0,Blonde,1,0,67
Michelle Davis,25,0,8,Wedding Cake Baker,Retail/Services/Entrepreneur,"Provo, Utah",Provo,Utah,West,1,19,0,Brown,0,0,63
Nicole Meacham,31,0,2,Real Estate Agent,Real Estate,"Scottsdale, Arizona",Scottsdale,Arizona,West,1,19,0,Red,0,0,
Reegan Cornwell,28,0,5,Cadaver Tissue Saleswoman,Sales,"Manhattan Beach, California",Manhattan Beach,California,West,1,19,0,Blonde,1,0,66
Lauren Bushnell,25,0,1,Flight Attendant,Transportation,"West Linn, Oregon",West Linn,Oregon,West,11,20,0,Blonde,1,1,67
"Joelle ""JoJo"" Fletcher",24,0,2,Real Estate Developer,Real Estate,"Dallas, Texas",Dallas,Texas,South,10,20,0,Brown,0,0,64
Caila Quinn,24,0,2,Software Sales Representative,Sales,"Hudson, Ohio",Hudson,Ohio,Midwest,9,20,0,Brown,0,0,64
Amanda Stanton,25,0,1,Esthetician,Medical,"Rancho Santa Margarita, California",Rancho Santa Margarita,California,West,8,20,0,Blonde,1,0,
Becca Tilley,26,0,0,Chiropractic Assistant,Medical,"Shreveport, Louisiana",Shreveport,Louisiana,South,7,20,0,Blonde,1,0,65
Emily Ferguson,23,0,3,Waitress,Restaurant,"Las Vegas, Nevada",Las Vegas,Nevada,West,7,20,0,Blonde,1,0,64
Lauren Himle,25,0,1,Kindergarten Teacher,Education,"Dexter, Michigan",Dexter,Michigan,Midwest,6,20,0,Blonde,1,0,
Olivia Caridi,23,0,3,Former News Anchor,Arts/Entertainment,"Bristol, Virginia",Bristol,Virginia,South,6,20,1,Blonde,1,0,68
Leah Block,25,0,1,Event Planner,Retail/Services/Entrepreneur,"Greenwood Village, Colorado",Greenwood Village,Colorado,West,6,20,0,Blonde,1,0,
Jennifer Saviano,25,0,1,Small Business Owner,Retail/Services/Entrepreneur,"Lauderdale Lakes, Florida",Lauderdale Lakes,Florida,South,5,20,0,Black,0,0,
Jubilee Sharpe,24,0,2,War Veteran,Government,"Fort Lauderdale, Florida",Fort Lauderdale,Florida,South,5,20,0,Black,0,0,64
Amber James,30,1,4,Bartender,Restaurant,"Kankakee, Illinois",Kankakee,Illinois,Midwest,4,20,0,Blonde,1,0,63
Rachel Tchen,23,0,3,Unemployed,Misc,"Little Rock, Arkansas",Little Rock,Arkansas,South,4,20,0,Brown,0,0,
Haley Ferguson,23,0,3,Waitress,Restaurant,"Las Vegas, Nevada",Las Vegas,Nevada,West,4,20,0,Blonde,1,0,
Jami Letain,23,0,3,Bartender,Restaurant,"St. Albert, Alberta",St. Albert,Alberta,International,3,20,0,Brown,0,0,
Shushanna Mkrtychyan,27,1,1,Mathematician,Misc,"Salt Lake City, Utah",Salt Lake City,Utah,West,3,20,0,Brown,0,0,
Lace Morris,25,0,1,Real Estate Agent,Real Estate,"Denver, Colorado",Denver,Colorado,West,3,20,0,Brown,0,0,
"Amanda ""Mandi"" Kremer",28,1,2,Dentist,Medical,"Portland, Oregon",Portland,Oregon,West,2,20,0,Blonde,1,0,
"Jacqueline ""Jackie"" Dion",23,0,3,Gerontologist,Medical,"Newport Beach, California",Newport Beach,California,West,2,20,0,Brown,0,0,
Samantha Passmore,26,0,0,Attorney,Legal,"New Smyrna Beach, Florida",New Smyrna Beach,Florida,South,2,20,0,Blonde,1,0,
"Lauren ""LB"" Barr",23,0,3,Fashion Buyer,Retail/Services/Entrepreneur,"Stillwater, Oklahoma",Stillwater,Oklahoma,South,2,20,0,Brown,0,0,
Breanne Rice,30,1,4,Nutritional Therapist,Medical,"Seattle, Washington",Seattle,Washington,West,1,20,0,Black,0,0,
"Isabel ""Izzy"" Goodkind",24,0,2,Graphic Designer,Arts/Entertainment,"Branford, Connecticut",Branford,Connecticut,Northeast,1,20,0,Black,0,0,
Jessica Moser,23,0,3,Accountant,Finance,"Boca Raton, Florida",Boca Raton,Florida,South,1,20,0,Brown,0,0,
Laura Esselman,24,0,2,Account Executive,Sales,"Louisville, Kentucky",Louisville,Kentucky,South,1,20,0,Red,0,0,
Lauren Russell,26,0,0,Math Teacher,Education,"Houston, Texas",Houston,Texas,South,1,20,0,Brown,0,0,
Maegan Miller,30,1,4,Cowgirl,Agriculture,"Visalia, California",Visalia,California,West,1,20,0,Black,0,0,
Tiara Soleim,27,1,1,Chicken Enthusiast,Agriculture,"Redmond, Washington",Redmond,Washington,West,1,20,0,Blonde,1,0,
Vanessa,29,0,7,Special Education Teacher,Education,"Montreal, Quebec, Canada",Montreal,Quebec,International,11,21,0,Brown,0,0,63.5
Raven,25,0,11,Fashion Boutique Owner,Retail/Services/Entrepreneur,"Hoxie, AR",Hoxie,Arkansas,South,10,21,0,Black,0,0,66
Rachel,31,0,5,Attorney,Legal,"Dallas, TX",Dallas,Texas,South,9,21,1,Black,0,0,64
Corinne,24,0,12,Business Owner,Retail/Services/Entrepreneur,"Miami, FL",Miami,Florida,South,8,21,0,Blonde,1,0,61
Kristina,24,0,12,Dental Hygienist,Medical,"Lexington, KY",Lexington,Kentucky,South,7,21,0,Brown,0,0,62
Danielle M.,31,0,5,Neonatal Nurse,Medical,"Nashville, TN",Nashville,Tennessee,South,7,21,0,Blonde,1,0,70
Jasmine G.,29,0,7,Pro Basketball Dancer,Arts/Entertainment,"San Francisco, CA",San Francisco,California,West,6,21,0,Black,0,0,67
Danielle L.,27,0,9,Small Business Owner,Retail/Services/Entrepreneur,"Los Angeles, CA",Los Angeles,California,West,6,21,0,Brown,0,0,65
